Guideline,Section,Topic,Identifier,Revision,Updated,All,OS,P,S,TS,ML1,ML2,ML3,Description,Responsible Entity,Implementation Status,Implementation Comments
Guidelines for Email,Email gateways and servers,Email content filtering,ISM-1234,5,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,Email content filtering is implemented to filter potentially harmful content in email bodies and attachments.,,,
Guidelines for Email,Email gateways and servers,Blocking suspicious emails,ISM-1502,2,45557,Yes,Yes,Yes,Yes,Yes,No,No,No,"Emails arriving via an external connection where the email source address uses an internal domain, or internal subdomain, are blocked at the email gateway.",,,
Guidelines for Email,Email gateways and servers,Notifications of undeliverable emails,ISM-1024,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Notifications of undeliverable emails are only sent to senders that can be verified via SPF or other trusted means.,,,
Guidelines for Networking,Network design and configuration,Network documentation,ISM-0518,6,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,"Network documentation is developed, implemented and maintained.",,,
Guidelines for Networking,Network design and configuration,Network documentation,ISM-0516,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"Network documentation includes high-level network diagrams showing all connections into networks and logical network diagrams showing all critical servers, high-value servers, network devices and network security appliances.",,,
Guidelines for Networking,Network design and configuration,Network documentation,ISM-1912,0,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,"Network documentation includes device settings for all critical servers, high-value servers, network devices and network security appliances.",,,
Guidelines for Networking,Network design and configuration,Network documentation,ISM-1178,3,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,"Network documentation provided to a third party, or published in public tender documentation, only contains details necessary for other parties to undertake contractual services.",,,
Guidelines for Networking,Network design and configuration,Network encryption,ISM-1781,0,45465,Yes,Yes,Yes,Yes,Yes,No,No,No,All data communicated over network infrastructure is encrypted.,,,
Guidelines for Networking,Network design and configuration,Network segmentation and segregation,ISM-1181,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"Networks are segregated into multiple network zones according to the criticality of servers, services and data.",,,
Guidelines for Networking,Network design and configuration,Network segmentation and segregation,ISM-1577,1,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,An organisation’s networks are segregated from their service providers’ networks.,,,
Guidelines for Networking,Network design and configuration,Using Virtual Local Area Networks,ISM-1532,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,VLANs are not used to separate network traffic between an organisation’s networks and public network infrastructure.,,,
Guidelines for Networking,Network design and configuration,Using Virtual Local Area Networks,ISM-0529,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,VLANs are not used to separate network traffic between networks belonging to different security domains.,,,
Guidelines for Networking,Network design and configuration,Using Virtual Local Area Networks,ISM-0530,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Network devices managing VLANs are administered from the most trusted security domain.,,,
Guidelines for Networking,Network design and configuration,Using Virtual Local Area Networks,ISM-0535,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Network devices managing VLANs belonging to different security domains do not share VLAN trunks.,,,
Guidelines for Networking,Network design and configuration,Using Virtual Local Area Networks,ISM-1364,3,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Network devices managing VLANs terminate VLANs belonging to different security domains on separate physical network interfaces.,,,
Guidelines for Networking,Network design and configuration,Using Internet Protocol version 6,ISM-0521,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,IPv6 functionality is disabled in dual-stack network devices unless it is being used.,,,
Guidelines for Networking,Network design and configuration,Using Internet Protocol version 6,ISM-1186,4,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,IPv6 capable network security appliances are used on IPv6 and dual-stack networks.,,,
Guidelines for Networking,Network design and configuration,Using Internet Protocol version 6,ISM-1428,2,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"Unless explicitly required, IPv6 tunnelling is disabled on all network devices.",,,
Guidelines for Networking,Network design and configuration,Using Internet Protocol version 6,ISM-1429,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,IPv6 tunnelling is blocked by network security appliances at externally-connected network boundaries.,,,
Guidelines for Networking,Network design and configuration,Using Internet Protocol version 6,ISM-1430,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Dynamically assigned IPv6 addresses are configured with Dynamic Host Configuration Protocol version 6 in a stateful manner with lease data stored in a centralised event logging facility.,,,
Guidelines for Networking,Network design and configuration,Network access controls,ISM-0520,7,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,Network access controls are implemented on networks to prevent the connection of unauthorised network devices and other ICT equipment.,,,
Guidelines for Networking,Network design and configuration,Network access controls,ISM-1182,5,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,Network access controls are implemented to limit the flow of network traffic within and between network segments to only that required for business purposes.,,,
Guidelines for Networking,Network design and configuration,Functional separation between servers,ISM-0385,6,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Servers maintain effective functional separation with other servers allowing them to operate independently.,,,
Guidelines for Networking,Network design and configuration,Functional separation between servers,ISM-1479,0,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Servers minimise communications with other servers at both the network and file system level.,,,
Guidelines for Networking,Network design and configuration,Networked management interfaces,ISM-1863,0,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,Networked management interfaces for ICT equipment are not directly exposed to the internet.,,,
Guidelines for Networking,Network design and configuration,Network management traffic,ISM-1006,6,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Security measures are implemented to prevent unauthorised access to network management traffic.,,,
Guidelines for Networking,Network design and configuration,Use of Simple Network Management Protocol,ISM-1311,3,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,SNMP version 1 and SNMP version 2 are not used on networks.,,,
Guidelines for Networking,Network design and configuration,Use of Simple Network Management Protocol,ISM-1312,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,All default SNMP community strings on network devices are changed and write access is disabled.,,,
Guidelines for Networking,Network design and configuration,Using Network-based Intrusion Detection and Prevention Systems,ISM-1028,8,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,A NIDS or NIPS is deployed in gateways between an organisation’s networks and other networks they do not manage.,,,
Guidelines for Networking,Network design and configuration,Using Network-based Intrusion Detection and Prevention Systems,ISM-1030,8,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,A NIDS or NIPS is located immediately inside the outermost firewall for gateways and configured to generate event logs and alerts for network traffic that contravenes any rule in a firewall ruleset.,,,
Guidelines for Networking,Network design and configuration,Blocking anonymity network traffic,ISM-1627,1,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,Inbound network connections from anonymity networks are blocked.,,,
Guidelines for Networking,Network design and configuration,Blocking anonymity network traffic,ISM-1628,0,45616,Yes,Yes,Yes,Yes,Yes,No,No,No,Outbound network connections to anonymity networks are blocked.,,,
Guidelines for Networking,Network design and configuration,Protective Domain Name System Services,ISM-1782,1,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,A protective DNS service is used to block access to known malicious domain names.,,,
Guidelines for Networking,Network design and configuration,Flashing network devices with trusted firmware before first use,ISM-1800,0,45557,Yes,Yes,Yes,Yes,Yes,No,No,No,Network devices are flashed with trusted firmware before they are used for the first time.,,,
Guidelines for Networking,Network design and configuration,Default accounts and credentials for network devices,ISM-1304,4,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"Default accounts or credentials for network devices including for any pre-configured accounts, are changed.",,,
Guidelines for Networking,Network design and configuration,Disabling unused physical ports on network devices,ISM-0534,2,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Unused physical ports on network devices are disabled.,,,
Guidelines for Networking,Network design and configuration,Regularly restarting network devices,ISM-1801,0,45557,Yes,Yes,Yes,Yes,Yes,No,No,No,Network devices are restarted on at least a monthly basis.,,,
Guidelines for Networking,Wireless networks,Choosing wireless devices,ISM-1314,2,45556,Yes,Yes,Yes,Yes,Yes,No,No,No,All wireless devices are Wi-Fi Alliance certified.,,,
Guidelines for Networking,Wireless networks,Public wireless networks,ISM-0536,7,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Public wireless networks provided for general public use are segregated from all other organisation networks.,,,
Guidelines for Networking,Wireless networks,Administrative interfaces for wireless access points,ISM-1315,2,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,The administrative interface on wireless access points is disabled for wireless network connections.,,,
Guidelines for Networking,Wireless networks,Default settings,ISM-1710,2,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,Settings for wireless access points are hardened.,,,
Guidelines for Networking,Wireless networks,Default settings,ISM-1316,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Default SSIDs of wireless access points are changed.,,,
Guidelines for Networking,Wireless networks,Default settings,ISM-1317,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"SSIDs of non-public wireless networks are not readily associated with an organisation, the location of their premises or the functionality of wireless networks.",,,
Guidelines for Networking,Wireless networks,Default settings,ISM-1318,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,SSID broadcasting is not disabled on wireless access points.,,,
Guidelines for Networking,Wireless networks,Media Access Control address filtering,ISM-1320,2,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,MAC address filtering is not used to restrict which devices can connect to wireless networks.,,,
Guidelines for Networking,Wireless networks,Static addressing,ISM-1319,2,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Static addressing is not used for assigning IP addresses on wireless networks.,,,
Guidelines for Networking,Wireless networks,Confidentiality and integrity of wireless network traffic,ISM-1332,3,45556,Yes,Yes,Yes,Yes,Yes,No,No,No,WPA3-Enterprise 192-bit mode is used to protect the confidentiality and integrity of all wireless network traffic.,,,
Guidelines for Networking,Wireless networks,802.1X authentication,ISM-1321,2,45556,Yes,Yes,Yes,Yes,Yes,No,No,No,"802.1X authentication with EAP-TLS, using X.509 certificates, is used for mutual authentication; with all other EAP methods disabled on supplications and authentication servers.",,,
Guidelines for Networking,Wireless networks,802.1X authentication,ISM-1711,0,45556,Yes,Yes,Yes,Yes,Yes,No,No,No,User identity confidentiality is used if available with EAP-TLS implementations.,,,
Guidelines for Networking,Wireless networks,Evaluation of 802.1X authentication implementation,ISM-1322,4,45556,Yes,Yes,Yes,Yes,Yes,No,No,No,"Evaluated supplicants, authenticators, wireless access points and authentication servers are used in wireless networks.",,,
Guidelines for Networking,Wireless networks,Generating and issuing certificates for authentication,ISM-1324,4,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Certificates are generated using an evaluated certificate authority or hardware security module.,,,
Guidelines for Networking,Wireless networks,Generating and issuing certificates for authentication,ISM-1323,3,45556,Yes,Yes,Yes,Yes,Yes,No,No,No,Certificates are required for both devices and users accessing wireless networks.,,,
Guidelines for Networking,Wireless networks,Generating and issuing certificates for authentication,ISM-1327,2,45556,Yes,Yes,Yes,Yes,Yes,No,No,No,"Certificates are protected by encryption, user authentication, and both logical and physical access controls.",,,
Guidelines for Networking,Wireless networks,Caching 802.1X authentication outcomes,ISM-1330,1,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,The PMK caching period is not set to greater than 1440 minutes (24 hours).,,,
Guidelines for Networking,Wireless networks,Fast Basic Service Set Transition,ISM-1712,1,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,The use of FT (802.11r) is disabled unless authenticator-to-authenticator communications are secured by an ASD-Approved Cryptographic Protocol.,,,
Guidelines for Networking,Wireless networks,Remote Authentication Dial-In User Service authentication,ISM-1454,2,45556,Yes,Yes,Yes,Yes,Yes,No,No,No,Communications between authenticators and a RADIUS server are encapsulated with an additional layer of encryption using RADIUS over Internet Protocol Security or RADIUS over Transport Layer Security.,,,
Guidelines for Networking,Wireless networks,Interference between wireless networks,ISM-1334,2,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Wireless networks implement sufficient frequency separation from other wireless networks.,,,
Guidelines for Networking,Wireless networks,Protecting management frames on wireless networks,ISM-1335,1,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Wireless access points enable the use of the 802.11w amendment to protect management frames.,,,
Guidelines for Networking,Wireless networks,Wireless network footprint,ISM-1338,2,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"Instead of deploying a small number of wireless access points that broadcast on high power, a greater number of wireless access points that use less broadcast power are deployed to achieve the desired footprint for wireless networks.",,,
Guidelines for Networking,Wireless networks,Wireless network footprint,ISM-1013,6,45647,No,No,No,Yes,Yes,No,No,No,The effective range of wireless communications outside an organisation’s area of control is limited by implementing RF shielding on facilities in which SECRET or TOP SECRET wireless networks are used.,,,
Guidelines for Networking,Service continuity for online services,Cloud-based hosting of online services,ISM-1437,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Cloud service providers are used for hosting online services.,,,
Guidelines for Networking,Service continuity for online services,Capacity and availability planning and monitoring for online services,ISM-1579,2,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,Cloud service providers’ ability to dynamically scale resources in response to a genuine spike in demand is discussed and verified as part of capacity and availability planning for online services.,,,
Guidelines for Networking,Service continuity for online services,Capacity and availability planning and monitoring for online services,ISM-1580,1,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Where a high availability requirement exists for online services, the services are architected to automatically transition between availability zones.",,,
Guidelines for Networking,Service continuity for online services,Capacity and availability planning and monitoring for online services,ISM-1581,3,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,Continuous real-time monitoring of the capacity and availability of online services is performed.,,,
Guidelines for Networking,Service continuity for online services,Using content delivery networks,ISM-1438,2,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Where a high availability requirement exists for website hosting, CDNs that cache websites are used.",,,
Guidelines for Networking,Service continuity for online services,Using content delivery networks,ISM-1439,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"If using CDNs, disclosing the IP addresses of web servers under an organisation’s control (referred to as origin servers) is avoided and access to the origin servers is restricted to the CDNs and authorised management networks.",,,
Guidelines for Networking,Service continuity for online services,Denial-of-service attack mitigation strategies,ISM-1431,5,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,"Denial-of-service attack mitigation strategies are discussed with cloud service providers, specifically:
• their capacity to withstand denial-of-service attacks
• costs likely to be incurred as a result of denial-of-service attacks
• availability monitoring and thresholds for notification of denial-of-service attacks
• thresholds for turning off any online services or functionality during denial-of-service attacks
• pre-approved actions that can be undertaken during denial-of-service attacks
• any arrangements with upstream service providers to block malicious network traffic as far upstream as possible.",,,
Guidelines for Networking,Service continuity for online services,Denial-of-service attack mitigation strategies,ISM-1436,3,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,Critical online services are segregated from other online services that are more likely to be targeted as part of denial-of-service attacks.,,,
Guidelines for Networking,Service continuity for online services,Denial-of-service attack mitigation strategies,ISM-1432,3,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,Domain names for online services are protected via registrar locking and confirming that domain registration details are correct.,,,
Guidelines for Cryptography,Cryptographic fundamentals,Communications security doctrine,ISM-0499,11,45558,No,No,No,Yes,Yes,No,No,No,Communications security doctrine produced by ASD for the management and operation of HACE is complied with.,,,
Guidelines for Cryptography,Cryptographic fundamentals,Approved High Assurance Cryptographic Equipment,ISM-1802,1,45558,No,No,No,Yes,Yes,No,No,No,HACE are issued an Approval for Use by ASD and operated in accordance with the latest version of their associated Australian Communications Security Instructions.,,,
Guidelines for Cryptography,Cryptographic fundamentals,Cryptographic key management processes and procedures,ISM-0507,5,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"Cryptographic key management processes, and supporting cryptographic key management procedures, are developed, implemented and maintained.",,,
Guidelines for Cryptography,Cryptographic fundamentals,Encrypting data at rest,ISM-1080,5,45465,Yes,Yes,Yes,Yes,Yes,No,No,No,An ASD-Approved Cryptographic Algorithm (AACA) or high assurance cryptographic algorithm is used when encrypting media.,,,
Guidelines for Cryptography,Cryptographic fundamentals,Encrypting data at rest,ISM-0457,9,45373,No,Yes,Yes,No,No,No,No,No,Cryptographic equipment or software that has completed a Common Criteria evaluation against a Protection Profile is used when encrypting media that contains OFFICIAL: Sensitive or PROTECTED data.,,,
Guidelines for Cryptography,Cryptographic fundamentals,Encrypting data at rest,ISM-0460,13,45558,No,No,No,Yes,Yes,No,No,No,HACE is used when encrypting media that contains SECRET or TOP SECRET data.,,,
Guidelines for Cryptography,Cryptographic fundamentals,Encrypting data at rest,ISM-0459,4,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Full disk encryption, or partial encryption where access controls will only allow writing to the encrypted partition, is implemented when encrypting data at rest.",,,
Guidelines for Cryptography,Cryptographic fundamentals,Encrypting data in transit,ISM-0469,6,45465,Yes,Yes,Yes,Yes,Yes,No,No,No,An ASD-Approved Cryptographic Protocol (AACP) or high assurance cryptographic protocol is used to protect data when communicated over network infrastructure.,,,
Guidelines for Cryptography,Cryptographic fundamentals,Encrypting data in transit,ISM-0465,9,45373,No,Yes,Yes,No,No,No,No,No,"Cryptographic equipment or software that has completed a Common Criteria evaluation against a Protection Profile is used to protect OFFICIAL: Sensitive or PROTECTED data when communicated over insufficiently secure networks, outside of appropriately secure areas or via public network infrastructure.",,,
Guidelines for Cryptography,Cryptographic fundamentals,Encrypting data in transit,ISM-0467,12,45558,No,No,No,Yes,Yes,No,No,No,"HACE is used to protect SECRET and TOP SECRET data when communicated over insufficiently secure networks, outside of appropriately secure areas or via public network infrastructure.",,,
Guidelines for Cryptography,Cryptographic fundamentals,Data recovery,ISM-0455,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"Where practical, cryptographic equipment and software provides a means of data recovery to allow for circumstances where the encryption key is unavailable due to loss, damage or failure.",,,
Guidelines for Cryptography,Cryptographic fundamentals,Handling encrypted ICT equipment and media,ISM-0462,7,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"When a user authenticates to the encryption functionality of ICT equipment or media, it is treated in accordance with its original sensitivity or classification until the user deauthenticates from the encryption functionality.",,,
Guidelines for Cryptography,Cryptographic fundamentals,Transporting cryptographic equipment,ISM-0501,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Keyed cryptographic equipment is transported based on the sensitivity or classification of its keying material.,,,
Guidelines for Cryptography,Cryptographic fundamentals,Reporting cryptographic-related cyber security incidents,ISM-0142,5,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,"The compromise or suspected compromise of cryptographic equipment or associated keying material is reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after it occurs.",,,
Guidelines for Cryptography,Cryptographic fundamentals,Reporting cryptographic-related cyber security incidents,ISM-1091,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Keying material is changed when compromised or suspected of being compromised.,,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using ASD-Approved Cryptographic Algorithms,ISM-0471,7,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Only AACAs or high assurance cryptographic algorithms are used by cryptographic equipment and software.,,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Asymmetric/public key algorithms,ISM-0994,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,ECDH and ECDSA are used in preference to DH and DSA.,,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-0472,6,45373,No,Yes,Yes,No,No,No,No,No,"When using DH for agreeing on encryption session keys, a modulus of at least 2048 bits is used, preferably 3072 bits.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-1759,0,45373,No,No,No,Yes,Yes,No,No,No,"When using DH for agreeing on encryption session keys, a modulus of at least 3072 bits is used, preferably 3072 bits.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-1629,1,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using DH for agreeing on encryption session keys, a modulus and associated parameters are selected according to NIST SP 800-56A Rev. 3.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using the Digital Signature Algorithm,ISM-0473,5,45646,No,Yes,Yes,No,No,No,No,No,"When using DSA for digital signatures, a modulus of at least 2048 bits is used.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using the Digital Signature Algorithm,ISM-1630,2,45373,No,Yes,Yes,No,No,No,No,No,"When using DSA for digital signatures, a modulus and associated parameters are generated according to FIPS 186-4.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using the Digital Signature Algorithm,ISM-1760,0,45373,No,No,No,Yes,Yes,No,No,No,DSA is not used for digital signatures.,,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Cryptography,ISM-1446,2,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using elliptic curve cryptography, a curve from FIPS 186-4 is used.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-0474,6,45373,No,Yes,Yes,No,No,No,No,No,"When using ECDH for agreeing on encryption session keys, a base point order and key size of at least 224 bits is used, preferably the NIST P-384 curve.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-1761,0,45373,No,No,No,Yes,No,No,No,No,"When using ECDH for agreeing on encryption session keys, NIST P-256, P-384 or P-521 curves are used, preferably the NIST P-384 curve.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-1762,0,45373,No,No,No,No,Yes,No,No,No,"When using ECDH for agreeing on encryption session keys, NIST P-384 or P-521 curves are used, preferably the NIST P-384 curve.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-0475,6,45373,No,Yes,Yes,No,No,No,No,No,"When using ECDSA for digital signatures, a base point order and key size of at least 224 bits is used, preferably the P-384 curve.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-1763,0,45373,No,No,No,Yes,No,No,No,No,"When using ECDSA for digital signatures, NIST P-256, P-384 or P-521 curves are used, preferably the NIST P-384 curve.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-1764,0,45373,No,No,No,No,Yes,No,No,No,"When using ECDSA for digital signatures, NIST P-384 or P-521 curves are used, preferably the NIST P-384 curve.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-0476,7,45373,No,Yes,Yes,No,No,No,No,No,"When using RSA for digital signatures, and passing encryption session keys or similar keys, a modulus of at least 2048 bits is used, preferably 3072 bits.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-1765,0,45373,No,No,No,Yes,Yes,No,No,No,"When using RSA for digital signatures, and passing encryption session keys or similar keys, a modulus of at least 3072 bits is used, preferably 3072 bits.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-0477,8,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using RSA for digital signatures, and for passing encryption session keys or similar keys, a different key pair is used for digital signatures and passing encrypted session keys.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using hashing algorithms,ISM-1766,0,45373,No,Yes,Yes,No,No,No,No,No,"When using SHA-2 for hashing, an output size of at least 224 bits is used, preferably SHA-384.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using hashing algorithms,ISM-1767,0,45373,No,No,No,Yes,No,No,No,No,"When using SHA-2 for hashing, an output size of at least 256 bits is used, preferably SHA-384.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using hashing algorithms,ISM-1768,0,45373,No,No,No,No,Yes,No,No,No,"When using SHA-2 for hashing, an output size of at least 384 bits is used, preferably SHA-384.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using symmetric encryption algorithms,ISM-1769,0,45373,No,Yes,Yes,Yes,No,No,No,No,"When using AES for encryption, AES-128, AES-192 or AES-256 is used, preferably AES-256.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using symmetric encryption algorithms,ISM-1770,0,45373,No,No,No,No,Yes,No,No,No,"When using AES for encryption, AES-192 or AES-256 is used, preferably AES-256.",,,
Guidelines for Cryptography,ASD-Approved Cryptographic Algorithms,Using symmetric encryption algorithms,ISM-0479,5,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Symmetric cryptographic algorithms are not used in Electronic Codebook Mode.,,,
Guidelines for Cryptography,ASD-Approved Cryptographic Protocols,Using ASD-Approved Cryptographic Protocols,ISM-0481,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,Only AACPs or high assurance cryptographic protocols are used by cryptographic equipment and software.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1139,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Only the latest version of TLS is used for TLS connections.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1369,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,AES-GCM is used for encryption of TLS connections.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1370,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Only server-initiated secure renegotiation is used for TLS connections.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1372,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,DH or ECDH is used for key establishment of TLS connections.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1448,2,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using DH or ECDH for key establishment of TLS connections, the ephemeral variant is used.",,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1373,2,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Anonymous DH is not used for TLS connections.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1374,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,SHA-2-based certificates are used for TLS connections.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1375,4,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,SHA-2 is used for the Hash-based Message Authentication Code (HMAC) and pseudorandom function (PRF) for TLS connections.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1553,1,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,TLS compression is disabled for TLS connections.,,,
Guidelines for Cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1453,1,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Perfect Forward Secrecy (PFS) is used for TLS connections.,,,
Guidelines for Cryptography,Secure Shell,Configuring Secure Shell,ISM-1506,1,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,The use of SSH version 1 is disabled for SSH connections.,,,
Guidelines for Cryptography,Secure Shell,Configuring Secure Shell,ISM-0484,6,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"The SSH daemon is configured to:
• only listen on the required interfaces (ListenAddress xxx.xxx.xxx.xxx)
• have a suitable login banner (Banner x)
• have a login authentication timeout of no more than 60 seconds (LoginGraceTime 60)
• disable host-based authentication (HostbasedAuthentication no)
• disable rhosts-based authentication (IgnoreRhosts yes)
• disable the ability to login directly as root (PermitRootLogin no)
• disable empty passwords (PermitEmptyPasswords no)
• disable connection forwarding (AllowTCPForwarding no)
• disable gateway ports (GatewayPorts no)
• disable X11 forwarding (X11Forwarding no).",,,
Guidelines for Cryptography,Secure Shell,Authentication mechanisms,ISM-0485,3,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,Public key-based authentication is used for SSH connections.,,,
